ages,list_price,num_reviews,piece_count,play_star_rating,prod_id,review_difficulty,star_rating,theme_name,val_star_rating,country
6+,32.9278,10,219,3.9,2000414,Easy,3.9,SERIOUS PLAY®,3.3,FI
8-14,146.339,2,841,5,75889,Average,5,Speed Champions,4.5,FI
7-14,60.939,4,391,5,75888,Average,4.8,Speed Champions,4.8,FI
7-14,21.899,9,183,4.8,75884,Easy,4.9,Speed Champions,4.8,FI
7-14,21.899,3,179,5,75886,Easy,5,Speed Champions,5,FI
7-14,21.899,13,203,4.5,75885,Average,4.5,Speed Champions,4.5,FI
7-14,21.899,3,163,5,75887,Easy,5,Speed Champions,5,FI
8-14,146.339,8,941,4.6,75883,Average,4.6,Speed Champions,4.3,FI
7-14,48.739,12,366,4.5,75881,Easy,4.8,Speed Champions,4.4,FI
7-14,21.899,12,196,4.5,75877,Easy,4.6,Speed Champions,4.4,FI
7-14,21.899,10,161,4.7,75880,Easy,4.9,Speed Champions,4.7,FI
7-14,21.899,11,184,4.8,75879,Easy,4.7,Speed Champions,4.7,FI
7-14,21.899,19,181,4.7,75878,Easy,4.9,Speed Champions,4.8,FI
9-14,243.939,6,1413,4.3,75212,Average,4.3,Star Wars™,3.7,FI
9-14,103.639,7,519,5,75211,Average,4.7,Star Wars™,3.7,FI
8-12,79.239,2,464,4,75210,Easy,4.5,Star Wars™,3.5,FI
7-12,42.639,4,345,4.5,75209,Easy,4.8,Star Wars™,4.3,FI
8-14,42.639,,104,,75537,,,Star Wars™,,FI
7-14,36.539,3,101,3.5,75536,Easy,4.7,Star Wars™,4.3,FI
8-14,36.539,,101,,75535,,,Star Wars™,,FI
6-12,21.899,5,99,4.5,75207,Very Easy,5,Star Wars™,4.3,FI
10+,15.799,1,149,2,41609,Very Easy,3,BrickHeadz,4,FI
10+,15.799,1,141,2,41608,Very Easy,4,BrickHeadz,4,FI
14+,731.939,85,4016,4.5,75159,Challenging,3.9,Star Wars™,3.5,FI
14+,292.739,87,1703,3.3,75144,Challenging,4.3,Star Wars™,4.1,FI
14+,280.539,201,1996,3.9,75060,Challenging,4.8,Star Wars™,4.5,FI
9-14,219.539,31,1416,4.6,75190,Average,4.8,Star Wars™,4.4,FI
9-14,195.139,34,1376,4,75189,Challenging,4.3,Star Wars™,3.8,FI
9-14,170.739,15,825,4.7,75191,Average,4.7,Star Wars™,4.3,FI
9-14,170.739,23,780,4.7,75188,Average,4.6,Star Wars™,4,FI
10-16,146.339,79,1106,4.6,75187,Average,4.8,Star Wars™,4.6,FI
9-14,134.139,39,863,4.2,75156,Average,4.4,Star Wars™,4.4,FI
8-14,134.139,5,775,4.8,75186,Challenging,4.8,Star Wars™,4.4,FI
8-14,121.939,22,630,4.5,75179,Average,4.6,Star Wars™,3.9,FI
8-14,121.939,71,717,4.7,75102,Average,4.7,Star Wars™,4.1,FI
8-14,121.939,56,659,4.6,75155,Average,4.6,Star Wars™,3.9,FI
9-14,121.939,4,746,4.5,75202,Easy,4.3,Star Wars™,4,FI
8-14,121.939,3,836,5,75180,Average,4.7,Star Wars™,3.7,FI
8-14,103.639,51,691,4.8,75172,Average,4.7,Star Wars™,4.4,FI
8-14,103.639,6,557,4.2,75185,Challenging,4.3,Star Wars™,4.4,FI
8-14,91.439,12,457,4.4,75178,Easy,4.3,Star Wars™,3.6,FI
8-14,85.339,37,370,2.2,75201,Easy,1.8,Star Wars™,1.8,FI
9-14,85.339,9,554,3.9,75177,Challenging,4,Star Wars™,3.8,FI
9-14,60.939,6,168,4.6,75534,Average,5,Star Wars™,4,FI
7-12,60.939,27,277,4.6,75174,Easy,4.6,Star Wars™,4.1,FI
8-14,60.939,14,294,4.6,75176,Easy,4.7,Star Wars™,3.7,FI
8-14,48.739,5,179,4.3,75530,Average,3.6,Star Wars™,3.4,FI
7-12,42.639,25,241,4.1,75200,Easy,4.5,Star Wars™,4.1,FI
8-12,42.639,37,262,4.3,75168,Easy,4.5,Star Wars™,4.3,FI
7-12,42.639,19,157,3.4,75199,Easy,2.6,Star Wars™,1.9,FI
8-14,42.639,27,305,4.6,75182,Easy,4.6,Star Wars™,4.4,FI
8-14,36.539,7,92,4.1,75529,Easy,4.7,Star Wars™,3.9,FI
8-14,36.539,12,86,4.4,75117,Easy,4.5,Star Wars™,4.4,FI
8-14,36.539,3,85,4.7,75528,Easy,4.7,Star Wars™,4.7,FI
7-14,36.539,3,100,3.3,75531,Very Easy,4,Star Wars™,4,FI
6-12,30.439,4,216,4.5,75195,Easy,4.5,Star Wars™,4.5,FI
8-14,30.439,1,94,4,75526,Easy,4,Star Wars™,4,FI
6-12,21.899,15,108,3.8,75197,Very Easy,4.1,Star Wars™,3.9,FI
6-12,21.899,40,125,4.5,75167,Very Easy,4.7,Star Wars™,4.8,FI
6-12,15.799,3,91,4.7,75194,Easy,4.3,Star Wars™,4,FI
6-12,15.799,6,109,4.8,75160,Easy,4.8,Star Wars™,4.8,FI
10+,15.799,5,130,4.3,41603,Easy,5,BrickHeadz,4.8,FI
10+,15.799,3,119,4.5,41602,Easy,5,BrickHeadz,4.5,FI
7-12,42.639,8,229,4.4,75208,Easy,4.6,Star Wars™,4.3,FI
6-12,21.899,5,102,4.2,75206,Very Easy,4.2,Star Wars™,4.4,FI
8-14,79.239,14,376,4,75205,Easy,3.5,Star Wars™,3.3,FI
10-14,79.239,11,452,4.2,75532,Challenging,4.5,Star Wars™,4.4,FI
8-14,79.239,24,358,4.7,75175,Easy,4.6,Star Wars™,3.7,FI
7-12,60.939,13,278,4.9,75204,Easy,4.5,Star Wars™,4.2,FI
7-12,42.639,27,149,4.3,75173,Easy,4.5,Star Wars™,4.3,FI
7-12,42.639,38,282,4.5,75183,Easy,4.7,Star Wars™,4.7,FI
8-14,42.639,4,144,4.8,75533,Average,4.8,Star Wars™,4,FI
7-12,42.639,32,208,4.4,75169,Easy,4.4,Star Wars™,4.4,FI
6-12,30.439,3,188,4,75196,Easy,4.3,Star Wars™,4,FI
6-12,21.899,14,97,4.2,75198,Easy,4.1,Star Wars™,4.1,FI
6-12,15.799,9,92,4.7,75193,Easy,4.7,Star Wars™,4.7,FI
6-12,15.799,4,88,4.3,75161,Easy,4.5,Star Wars™,4.5,FI
14+,292.739,,1967,,75181,,,Star Wars™,,FI
16+,1097.939,198,7541,4,75192,Challenging,4.8,Star Wars™,4.4,FI
6-12,21.899,26,117,4.3,75166,Very Easy,4.7,Star Wars™,4.2,FI
16+,426.939,143,2704,4.2,42056,Challenging,4.7,Technic,4.3,FI
11-16,353.739,45,1862,3.7,42070,Challenging,3.5,Technic,2.9,FI
12-16,329.339,75,3929,3.9,42055,Challenging,4.6,Technic,4.6,FI
11-16,219.539,22,2595,4.5,42078,Average,4.7,Technic,4.7,FI
11-16,182.939,19,2382,4.5,42069,Average,4.9,Technic,4.7,FI
10-16,182.939,7,1151,4,42066,Challenging,4.9,Technic,4.7,FI
10-16,146.339,8,1005,4.1,42077,Average,4.4,Technic,4.1,FI
10-16,134.139,14,1327,4.6,42064,Challenging,4.6,Technic,4.8,FI
10-16,121.939,12,1098,4,42068,Average,4.8,Technic,4.6,FI
9-16,115.839,28,370,4.6,42065,Easy,4.5,Technic,4.2,FI
9-16,103.639,5,1020,3.8,42076,Average,4.2,Technic,4.2,FI
10-16,73.139,12,603,4.2,42063,Average,4.7,Technic,4.4,FI
8-14,73.139,8,631,4.7,42062,Easy,4.8,Technic,4.3,FI
9-16,60.939,1,513,5,42075,Easy,5,Technic,4,FI
9-16,54.839,57,10,4.6,8293,Easy,4.5,Power Functions,3.9,FI
8-14,42.639,5,330,4,42074,Average,4.8,Technic,4.2,FI
7-14,30.439,1,135,5,42072,,5,Technic,5,FI
7-14,30.439,2,139,4.5,42073,Easy,4,Technic,3.5,FI
7-14,30.439,7,142,4.4,42059,Easy,4.7,Technic,4.6,FI
8-14,30.439,10,365,4.6,42060,Easy,4.8,Technic,4.6,FI
7-14,30.439,2,140,4.5,42058,Easy,4,Technic,4,FI
8-14,21.899,9,199,4.3,42057,Easy,4.7,Technic,4.8,FI
8-14,21.899,2,171,5,42071,Challenging,5,Technic,5,FI
7-14,15.799,2,176,4.5,42084,Easy,4.5,Technic,4.5,FI
14+,365.939,19,3444,4.9,70922,Challenging,5,THE LEGO® BATMAN MOVIE,4.9,FI
12-16,207.339,20,1628,3.5,70912,Average,3.8,THE LEGO® BATMAN MOVIE,3.3,FI
10-16,195.139,18,1456,4.6,70917,Average,4.6,THE LEGO® BATMAN MOVIE,4.6,FI
8-14,146.339,23,1047,4.7,70909,Average,4.7,THE LEGO® BATMAN MOVIE,4.3,FI
9-14,134.139,4,1053,4,70916,Average,4,THE LEGO® BATMAN MOVIE,3.8,FI
8-14,91.439,20,581,4.6,70905,Average,4.8,THE LEGO® BATMAN MOVIE,4.3,FI
8-14,79.239,19,433,4.4,70906,Average,4.7,THE LEGO® BATMAN MOVIE,4.2,FI
7-14,79.239,5,425,3.2,70921,Average,3.2,THE LEGO® BATMAN MOVIE,2.6,FI
8-14,79.239,6,366,3.7,70914,Average,4,THE LEGO® BATMAN MOVIE,3,FI
7-14,54.839,12,293,4.9,70920,Average,4.8,THE LEGO® BATMAN MOVIE,4.6,FI
8-14,48.739,24,305,4.5,70911,Easy,4.8,THE LEGO® BATMAN MOVIE,4.4,FI
7-14,48.739,18,254,4.2,70903,Easy,4.2,THE LEGO® BATMAN MOVIE,4.4,FI
7-14,48.739,5,267,3.6,70919,Easy,3.2,THE LEGO® BATMAN MOVIE,3.4,FI
7-14,36.539,2,198,4,70918,,4.5,THE LEGO® BATMAN MOVIE,4,FI
7-14,36.539,8,204,4.1,70910,Average,4.4,THE LEGO® BATMAN MOVIE,4.1,FI
7-14,36.539,19,201,4.1,70901,Easy,4.6,THE LEGO® BATMAN MOVIE,4.4,FI
6-12,21.899,7,141,4,70913,Easy,4.1,THE LEGO® BATMAN MOVIE,4.4,FI
6-12,21.899,18,124,4.5,70900,Easy,4.7,THE LEGO® BATMAN MOVIE,4.6,FI
5+,4.819,13,8,4.3,71020,Very Easy,4.8,Minifigures,4,FI
8-14,121.939,9,643,4.4,70923,Average,4.8,THE LEGO® BATMAN MOVIE,3.5,FI
16+,426.939,88,4867,4.8,70620,Challenging,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,FI
9-14,231.739,52,2295,4.7,70618,Challenging,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,FI
9-14,146.339,15,1403,4.5,70617,Average,4.8,THE LEGO® NINJAGO® MOVIE™,4.8,FI
9-14,121.939,9,830,4.6,70656,Average,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,FI
9-14,121.939,6,914,4.8,70616,Average,4.8,THE LEGO® NINJAGO® MOVIE™,4.7,FI
9-14,121.939,11,1202,4.7,70632,Average,4.5,THE LEGO® NINJAGO® MOVIE™,4.4,FI
9-14,103.639,19,944,3.6,70615,Average,4.2,THE LEGO® NINJAGO® MOVIE™,4.6,FI
8-14,85.339,8,747,4.3,70613,Average,4.5,THE LEGO® NINJAGO® MOVIE™,4.5,FI
9-14,85.339,8,876,4.7,70614,Average,5,THE LEGO® NINJAGO® MOVIE™,4.6,FI
8-14,73.139,7,521,4.7,70631,Average,4.3,THE LEGO® NINJAGO® MOVIE™,5,FI
8-14,73.139,29,544,4.6,70612,Average,4.7,THE LEGO® NINJAGO® MOVIE™,4.5,FI
8-14,60.939,21,494,4.6,70611,Average,4.5,THE LEGO® NINJAGO® MOVIE™,4.8,FI
7-14,42.639,10,312,3.5,70608,Easy,4,THE LEGO® NINJAGO® MOVIE™,3.6,FI
8-14,42.639,8,341,4.2,70610,Average,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,FI
7-14,42.639,6,341,4.4,70609,Easy,4.3,THE LEGO® NINJAGO® MOVIE™,4.2,FI
7-14,30.439,8,217,4.1,70629,Easy,3.6,THE LEGO® NINJAGO® MOVIE™,4.1,FI
7-14,30.439,18,233,4.6,70607,Easy,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,FI
6-14,15.799,1,48,5,70628,Very Easy,5,THE LEGO® NINJAGO® MOVIE™,5,FI
6-14,15.799,11,109,4.5,70606,Easy,4.7,THE LEGO® NINJAGO® MOVIE™,4.8,FI
12+,121.9878,23,1032,3.6,21030,Average,4.6,Architecture,4.3,FR
12+,85.3878,14,744,3.2,21035,Challenging,4.6,Architecture,4.1,FR
12+,79.2878,7,597,3.7,21039,Average,4.9,Architecture,4.4,FR
12+,60.9878,24,780,4.4,21029,Average,4.7,Architecture,4.3,FR
12+,60.9878,37,598,3.7,21028,Average,4.2,Architecture,4.1,FR
12+,48.7878,23,468,3.6,21034,Average,4.7,Architecture,4.1,FR
12+,48.7878,11,444,3.6,21033,Average,4.8,Architecture,4.5,FR
12+,43.9078,53,321,3.2,21019,Average,4.6,Architecture,4.4,FR
12+,42.6878,14,386,4.1,21036,Average,4.4,Architecture,3.6,FR
12+,36.5878,7,361,4.2,21032,Easy,4.6,Architecture,4.2,FR
7-12,195.1878,63,847,3.8,17101,Average,3.4,BOOST,3.5,FR
10+,42.6878,14,708,4.5,41597,Average,4.6,BrickHeadz,4.9,FR
10+,24.3878,1,234,3,41614,Easy,5,BrickHeadz,5,FR
10+,24.3878,1,160,5,41613,Very Easy,5,BrickHeadz,5,FR
10+,12.1878,1,149,2,41609,Very Easy,3,BrickHeadz,4,FR
10+,12.1878,1,141,2,41608,Very Easy,4,BrickHeadz,4,FR
10+,12.1878,3,101,4,41604,Average,4.7,BrickHeadz,4.5,FR
10+,12.1878,2,105,3,41605,Easy,5,BrickHeadz,5,FR
10+,12.1878,1,113,5,41606,Easy,5,BrickHeadz,5,FR
10+,12.1878,1,136,,41607,,5,BrickHeadz,,FR
10+,12.1878,4,126,2,40271,Easy,5,BrickHeadz,4.5,FR
10+,12.1878,5,143,4.6,41599,Easy,5,BrickHeadz,5,FR
10+,12.1878,3,122,2.7,41598,Very Easy,4,BrickHeadz,3,FR
10+,12.1878,7,140,3.2,40270,Easy,4.9,BrickHeadz,4.7,FR
10+,12.1878,5,130,4.3,41603,Easy,5,BrickHeadz,4.8,FR
10+,12.1878,3,119,4.5,41602,Easy,5,BrickHeadz,4.5,FR
10+,12.1878,2,108,3.5,41601,Easy,5,BrickHeadz,4,FR
10+,12.1878,1,135,1,41600,Very Easy,4,BrickHeadz,3,FR
10+,24.3878,1,240,3,41611,Easy,5,BrickHeadz,5,FR
10+,24.3878,,209,,41610,,,BrickHeadz,,FR
5-12,12.1878,2,87,4.5,60177,Easy,4.5,City,5,FR
6-12,219.5878,35,888,4.7,60052,Average,4.4,City,3.8,FR
8-12,170.7878,1,1250,5,60162,Average,5,City,4,FR
6-12,158.5878,45,610,4.4,60051,Average,4.4,City,4,FR
6-12,121.9878,10,894,4.2,60141,Easy,4.7,City,4,FR
6-12,121.9878,16,919,4.5,60110,Average,4.6,City,4.6,FR
8-12,121.9878,6,813,4.5,60161,Average,4.3,City,4,FR
6-12,121.9878,3,792,3.3,60167,Average,3.7,City,3.3,FR
7-12,115.8878,1,883,5,60188,,5,City,5,FR
6-12,103.6878,8,663,4.4,60174,Average,4.6,City,4,FR
6-12,91.4878,4,740,5,60169,Average,5,City,4.3,FR
5-12,73.1878,9,561,3.9,60140,Easy,3.3,City,3.6,FR
5-12,67.0878,2,303,4.5,60173,Average,4,City,2.5,FR
7-12,60.9878,3,426,4.7,60160,Average,5,City,4.7,FR
6-12,60.9878,8,415,4.4,60166,Challenging,4.4,City,4,FR
5-12,54.8878,,387,,60175,,,City,,FR
5-12,54.8878,1,294,4,60186,Average,5,City,4,FR
5-12,48.7878,10,169,4.3,60153,Very Easy,4.1,City,3.6,FR
5-12,48.7878,16,337,3.6,60154,Easy,3.3,City,2.7,FR
6-12,45.75,10,374,3.9,60139,Easy,4,City,3.3,FR
5-12,36.5878,7,344,5,60182,Easy,5,City,5,FR
5-12,36.5878,14,294,4.2,60138,Average,4.2,City,4.1,FR
5-12,36.5878,2,347,4.5,60165,Very Easy,5,City,5,FR
5-12,36.5878,8,257,4.2,60108,Average,3.9,City,3.8,FR
6-12,36.5878,5,378,4.8,60159,Easy,4.8,City,4.6,FR
5-12,36.5878,7,310,4.4,60183,Easy,4.7,City,4.7,FR
5-12,36.5878,,297,,60172,,,City,,FR
6-12,24.3878,4,192,5,60180,Average,5,City,5,FR
5-12,24.3878,35,249,4.6,60150,Easy,4.9,City,4.8,FR
5-12,24.3878,11,214,4.5,60107,Easy,4.5,City,4.1,FR
5-12,24.3878,47,8,4.2,7895,Very Easy,4.1,City,3.6,FR
5-12,24.3878,12,239,4.7,60148,Easy,4.8,City,4.6,FR
5-12,24.3878,8,144,4.4,60137,Easy,4.3,City,4,FR
5-12,24.3878,6,190,4.2,60179,Easy,3.8,City,4.7,FR
5-12,24.3878,7,174,4.3,60181,Easy,4.4,City,4.2,FR
4-7,24.3878,,115,,10751,,,Juniors,,FR
5-12,24.3878,3,141,4.3,60164,Easy,4.3,City,4.7,FR
6-12,24.3878,5,201,4.3,60158,Average,4.4,City,3.8,FR
5-12,23.1678,89,24,2.9,7499,Easy,2.5,City,2.2,FR
5-12,18.2878,1,127,5,60185,Easy,5,City,5,FR
5-12,18.2878,1,126,5,60176,Easy,5,City,4,FR
5-12,14.6278,85,2,4.1,7280,Very Easy,3.5,City,2.3,FR
5-12,14.6278,40,2,4.1,7281,Very Easy,3.9,City,2.8,FR
5-12,12.1878,12,88,4.5,60157,Easy,4.9,City,4.6,FR
5-12,12.1878,4,76,4.8,60163,Very Easy,5,City,4.5,FR
4-7,12.1878,,73,,10750,,,Juniors,,FR
5-12,12.1878,2,88,,60171,,5,City,,FR
5-12,12.1878,2,82,4.5,60184,Very Easy,5,City,4,FR
5-12,12.1878,1,78,4,60178,Easy,5,City,4,FR
5-12,7.3078,2,37,4.5,60170,Very Easy,4.5,City,5,FR
5-12,7.3078,5,53,3.8,60156,Easy,3.6,City,4.2,FR
4-99,42.6878,2,900,3.5,10704,,4.5,Classic,4.5,FR
4-99,36.5878,11,484,4.6,10696,Easy,4.6,Classic,4.7,FR
4-99,32.9278,2,502,5,10703,Average,4,Classic,4,FR
4-99,30.4878,,442,,10715,,,Classic,,FR
4-99,24.3878,2,213,5,10713,Very Easy,5,Classic,5,FR
4-99,24.3878,8,303,4.8,10693,Easy,4.9,Classic,4.9,FR
4-99,19.5078,7,221,4.3,10692,Easy,4.1,Classic,4.3,FR
4-99,18.2878,24,1,4.3,10701,Very Easy,4.1,Classic,3.5,FR
4-99,9.7478,46,1,3.2,10700,Very Easy,2.6,Classic,2.5,FR
4-99,9.7478,6,1,4.7,10714,Very Easy,4.7,Classic,4.3,FR
4-99,6.0878,8,78,4.6,10706,Very Easy,4.8,Classic,5,FR
4-99,6.0878,5,66,4.5,10708,Easy,4.8,Classic,4.5,FR
4-99,6.0878,4,55,4.3,10707,Average,4.5,Classic,4.3,FR
4-99,6.0878,3,60,2.7,10709,Easy,4.7,Classic,5,FR
4+,3.0378,180,1,4,630,Very Easy,4.8,Classic,4.6,FR
4-99,60.9878,4,790,5,10698,Easy,5,Classic,5,FR
8-12,79.2878,11,728,3.2,31069,Average,3.4,Creator 3-in-1,3.2,FR
9-14,79.2878,23,792,4.7,31052,Average,4.9,Creator 3-in-1,4.3,FR
9-12,67.0878,14,670,4.2,31070,Average,4.5,Creator 3-in-1,4.3,FR
8-12,54.8878,4,422,4,31081,Average,4.8,Creator 3-in-1,4.3,FR
8-12,46.3478,10,386,3.2,31068,Average,3.8,Creator 3-in-1,3.9,FR
8-12,40.2478,5,379,4,31079,Easy,4.4,Creator 3-in-1,4.2,FR
7-12,40.2478,2,374,4,31080,Easy,3.5,Creator 3-in-1,4,FR
7-12,40.2478,12,285,4.3,31066,Easy,4.2,Creator 3-in-1,4.4,FR
7-12,36.5878,8,356,4,31067,Average,4.6,Creator 3-in-1,4.9,FR
7-12,24.3878,9,205,4.5,31062,Average,4.8,Creator 3-in-1,4.3,FR
7-12,24.3878,1,200,5,31076,Average,5,Creator 3-in-1,5,FR
7-12,24.3878,1,225,5,31075,Easy,4,Creator 3-in-1,4,FR
7-12,24.3878,2,241,4.5,31074,Easy,5,Creator 3-in-1,5,FR
7-12,18.2878,27,174,4.5,31058,Easy,4.7,Creator 3-in-1,4.7,FR
7-12,18.2878,5,223,4.7,31073,Easy,4.4,Creator 3-in-1,5,FR
6-12,12.1878,6,122,4.5,31056,Easy,4.5,Creator 3-in-1,4.7,FR
6-12,12.1878,1,102,4,31057,Easy,4,Creator 3-in-1,4,FR
6-12,12.1878,1,109,5,31071,Average,5,Creator 3-in-1,5,FR
6-12,12.1878,,109,,31072,,,Creator 3-in-1,,FR
16+,195.1878,62,2480,4.4,10260,Challenging,4.6,Creator Expert,4.3,FR
16+,402.5878,43,5923,3.9,10256,Challenging,4.8,Creator Expert,4.5,FR
16+,317.1878,99,4002,4.7,10255,Challenging,4.8,Creator Expert,4.5,FR
16+,292.7878,64,4163,3.7,10253,Challenging,4.6,Creator Expert,4.6,FR
16+,268.3878,228,4295,4.2,10214,Challenging,4.8,Creator Expert,4.6,FR
16+,243.9878,53,2670,4.2,10257,Challenging,4.4,Creator Expert,4.2,FR
16+,243.9878,91,2464,4.9,10247,Challenging,4.9,Creator Expert,4.7,FR
16+,195.1878,177,2262,4.4,10246,Challenging,4.6,Creator Expert,4.4,FR
16+,195.1878,115,2382,4.5,10251,Challenging,4.7,Creator Expert,4.2,FR
16+,182.9878,202,2469,4.7,10243,Challenging,4.9,Creator Expert,4.7,FR
16+,158.5878,53,1686,4.1,10258,Average,4.6,Creator Expert,4.3,FR
16+,121.9878,337,1334,4.3,10220,Challenging,4.7,Creator Expert,4.5,FR
16+,121.9878,134,1077,4.4,10242,Average,4.7,Creator Expert,4.5,FR
16+,115.8878,66,1167,4.5,10252,Average,4.9,Creator Expert,4.7,FR
12+,91.4878,142,898,3.9,10249,Average,3.8,Creator Expert,3.7,FR
14+,341.5878,19,3444,4.9,70922,Challenging,5,THE LEGO® BATMAN MOVIE,4.9,FR
9-14,152.4878,13,955,4.1,76087,Average,3.7,DC Comics™ Super Heroes,3,FR
7-14,67.0878,5,425,3.2,70921,Average,3.2,THE LEGO® BATMAN MOVIE,2.6,FR
7-14,60.9878,6,622,5,76086,Average,5,DC Comics™ Super Heroes,4.8,FR
7-14,54.8878,5,406,5,76097,Average,4.8,DC Comics™ Super Heroes,4.8,FR
6-12,42.6878,6,271,4.5,76098,Easy,4.8,DC Comics™ Super Heroes,4.5,FR
7-14,42.6878,5,267,3.6,70919,Easy,3.2,THE LEGO® BATMAN MOVIE,3.4,FR
7-14,42.6878,11,293,4.9,70920,Average,4.7,THE LEGO® BATMAN MOVIE,4.6,FR
4-7,36.5878,1,151,5,10753,Easy,5,Juniors,5,FR
6-12,32.9278,9,197,3.9,76085,Easy,4.2,DC Comics™ Super Heroes,3.9,FR
7-14,32.9278,2,198,4,70918,,4.5,THE LEGO® BATMAN MOVIE,4,FR
6-12,32.9278,1,199,5,76096,Average,5,DC Comics™ Super Heroes,5,FR
10+,12.1878,5,143,4.6,41599,Easy,5,BrickHeadz,5,FR
10+,12.1878,3,122,2.7,41598,Very Easy,4,BrickHeadz,3,FR
10+,12.1878,2,108,3.5,41601,Easy,5,BrickHeadz,4,FR
10+,12.1878,1,135,1,41600,Very Easy,4,BrickHeadz,3,FR
8-14,103.6878,9,643,4.4,70923,Average,4.8,THE LEGO® BATMAN MOVIE,3.5,FR
10+,24.3878,,209,,41610,,,BrickHeadz,,FR
7-14,54.8878,5,259,4.8,71242,Average,4.2,DIMENSIONS™,3.6,FR
7-14,54.8878,2,156,4.5,71264,Easy,4.5,DIMENSIONS™,3.5,FR
7-14,36.5878,6,76,4.2,71248,Easy,4.5,DIMENSIONS™,3.4,FR
7-14,30.4878,4,119,5,71247,Easy,5,DIMENSIONS™,4.3,FR
7-14,30.4878,3,96,5,71246,Easy,4.7,DIMENSIONS™,4,FR
7-14,30.4878,,93,,71346,,,DIMENSIONS™,,FR
7-14,30.4878,4,102,4.8,71245,Very Easy,4.5,DIMENSIONS™,4,FR
7-14,30.4878,2,105,3.5,71255,Easy,4,DIMENSIONS™,3.5,FR
7-14,18.2878,1,56,5,71349,Easy,5,DIMENSIONS™,5,FR
7-14,18.2878,1,57,5,71344,Average,5,DIMENSIONS™,5,FR
7-14,18.2878,1,56,4,71343,Easy,5,DIMENSIONS™,5,FR
7-14,18.2878,3,73,3.7,71251,Easy,4.3,DIMENSIONS™,4,FR
7-14,18.2878,8,45,3.6,71217,Easy,4,DIMENSIONS™,3.5,FR
7-14,18.2878,,56,,71287,,,DIMENSIONS™,,FR
7-14,18.2878,3,55,4,71286,Easy,4,DIMENSIONS™,3.7,FR
7-14,18.2878,7,38,4.1,71221,Easy,4.3,DIMENSIONS™,3.7,FR
16+,426.9878,171,4080,4.5,71040,Challenging,4.7,Disney™,4.5,FR
14+,268.3878,52,2294,3.3,71042,Average,4.5,Disney™,4.3,FR
6-12,103.6878,3,585,4.3,41154,Challenging,4.3,Disney™,3.3,FR
6-12,93.9278,5,701,4,41148,Average,4,Disney™,3.8,FR
6-12,67.0878,3,380,4.3,41153,Average,4.3,Disney™,3.3,FR
6-12,54.8878,4,350,4.3,41146,Average,4.8,Disney™,4.3,FR
6-12,48.7878,3,307,4.7,41150,Easy,4.7,Disney™,4.7,FR
4-7,48.7878,2,191,5,10744,Average,5,Juniors,4.5,FR
6-12,48.7878,3,322,4.7,41152,Easy,4.3,Disney™,4.3,FR
5-12,40.2478,2,222,5,41145,Average,5,Disney™,4.5,FR
4-7,36.5878,2,116,5,10743,Easy,4.5,Juniors,5,FR
4-7,36.5878,3,94,4.7,10736,Average,4.7,Juniors,4.7,FR
4-7,29.2678,2,95,2.5,10742,Easy,3,Juniors,3,FR
5-12,24.3878,,125,,41155,,,Disney™,,FR
5-12,18.2878,1,104,5,41151,Average,5,Disney™,5,FR
4-7,13.4078,8,47,3.9,10730,Very Easy,4,Juniors,3.9,FR
4-7,13.4078,3,62,4.3,10733,Easy,4.7,Juniors,5,FR
4-7,13.4078,1,75,5,10732,,5,Juniors,5,FR
4-7,13.4078,3,59,4.3,10731,Easy,5,Juniors,4.3,FR
6+,12.1878,1,115,4,40307,Easy,5,Disney™,4,FR
6+,12.1878,1,80,5,40388,Easy,5,Disney™,5,FR
2-5,36.5878,,22,,10880,,,DUPLO®,,FR
2-5,24.3878,1,24,,10879,,5,DUPLO®,,FR
2-5,146.3878,22,134,4.6,10508,Average,4.1,DUPLO®,3.7,FR
2-5,121.9878,1,106,4,10840,Easy,5,DUPLO®,4,FR
2-5,121.9878,8,163,4.9,10805,Easy,5,DUPLO®,4.8,FR
2-5,79.2878,1,67,5,10813,Average,5,DUPLO®,5,FR
2-5,79.2878,,98,,10836,,,DUPLO®,,FR
2-5,73.1878,11,52,4.9,10507,Easy,4.7,DUPLO®,4.4,FR
2-5,73.1878,,104,,10869,,,DUPLO®,,FR
2-5,60.9878,,61,,10841,,,DUPLO®,,FR
2-5,60.9878,3,28,5,10846,Easy,5,DUPLO®,4.5,FR
2-5,60.9878,,71,,10864,,,DUPLO®,,FR
2-5,54.8878,,69,,10835,,,DUPLO®,,FR
2-5,48.7878,,70,,10844,,,DUPLO®,,FR
2-5,46.3478,,120,,10854,,,DUPLO®,,FR
2-5,42.6878,3,48,5,10827,Very Easy,5,DUPLO®,5,FR
2-5,36.5878,2,57,5,10834,Average,5,DUPLO®,5,FR
2-5,36.5878,3,28,4.3,10823,Average,4.3,DUPLO®,3.3,FR
2-5,36.5878,1,31,5,10857,Easy,5,DUPLO®,4,FR
2-5,36.5878,,32,,10839,,,DUPLO®,,FR
1½-3,36.5878,,34,,10863,,,DUPLO®,,FR
